transaction_id,sale_date,store_id,product_sku,quantity_sold,unit_price,payment_method,customer_id,_ingested_at
100012,2026-03-17,FC001,BEV-COL-001,1,1.49,ONLINE,,2026-04-16 03:15:00
100013,2026-03-17,FC001,FRZ-FRI-003,1,2.49,CARD,CUS00173,2026-04-16 03:15:00
100013,2026-03-17,FC001,SNK-CHP-001,4,1.99,CARD,CUS00173,2026-04-16 03:15:00
100014,2026-03-17,FC001,FRZ-ICE-002,1,7.49,ONLINE,CUS00007,2026-04-16 03:15:00
100015,2026-03-17,FC001,SNK-BSC-003,1,2.79,CARD,,2026-04-16 03:15:00
100015,2026-03-17,FC001,BEV-OJU-002,1,2.49,CARD,,2026-04-16 03:15:00
100016,2026-03-17,FC001,FRS-BTR-004,1,3.49,CASH,CUS00127,2026-04-16 03:15:00
100017,2026-03-17,FC001,BEV-OJU-002,2,2.49,ONLINE,CUS00095,2026-04-16 03:15:00
100017,2026-03-17,FC001,SNK-NUT-004,1,3.49,ONLINE,CUS00095,2026-04-16 03:15:00
100018,2026-03-17,FC001,BEV-OJU-002,4,2.49,ONLINE,CUS00126,2026-04-16 03:15:00
100018,2026-03-17,FC001,PRD-BAN-001,1,0.99,ONLINE,CUS00126,2026-04-16 03:15:00
100019,2026-03-17,FC001,FRS-BTR-004,5,3.49,CARD,CUS00061,2026-04-16 03:15:00
100020,2026-03-17,FC001,FRS-YGT-002,1,1.49,CARD,,2026-04-16 03:15:00
100021,2026-03-17,FC001,SNK-CHC-002,1,1.29,CASH,CUS00117,2026-04-16 03:15:00
100022,2026-03-17,FC001,PRD-BRC-003,1,1.29,CASH,,2026-04-16 03:15:00
100022,2026-03-17,FC001,BAK-BRD-001,2,1.19,CASH,,2026-04-16 03:15:00
100023,2026-03-17,FC001,BAK-SRD-003,2,3.99,ONLINE,,2026-04-16 03:15:00
100024,2026-03-17,FC001,FRZ-PEA-004,1,1.59,CARD,CUS00199,2026-04-16 03:15:00
100024,2026-03-17,FC001,BAK-BRD-001,5,1.19,CARD,CUS00199,2026-04-16 03:15:00
100024,2026-03-17,FC001,FRZ-ICE-002,1,7.49,CARD,CUS00199,2026-04-16 03:15:00
100025,2026-03-17,FC001,BAK-BRD-001,1,1.19,CASH,,2026-04-16 03:15:00
100026,2026-03-17,FC001,BAK-CRS-002,1,2.49,CASH,CUS00083,2026-04-16 03:15:00
100026,2026-03-17,FC001,BAK-BRD-001,2,1.19,CASH,CUS00083,2026-04-16 03:15:00
100026,2026-03-17,FC001,FRZ-PIZ-001,1,4.99,CASH,CUS00083,2026-04-16 03:15:00
100027,2026-03-17,FC001,FRZ-FRI-003,1,2.49,ONLINE,CUS00093,2026-04-16 03:15:00
100028,2026-03-17,FC001,SNK-NUT-004,2,3.49,CASH,,2026-04-16 03:15:00
100028,2026-03-17,FC001,SNK-CHC-002,1,1.29,CASH,,2026-04-16 03:15:00
100029,2026-03-17,FC001,BEV-BER-004,3,6.49,CASH,,2026-04-16 03:15:00
100029,2026-03-17,FC001,BEV-OJU-002,2,2.49,CASH,,2026-04-16 03:15:00
100030,2026-03-17,FC001,FRS-CHD-003,1,2.29,CASH,,2026-04-16 03:15:00
100030,2026-03-17,FC001,BAK-BRD-001,1,1.19,CASH,,2026-04-16 03:15:00
100031,2026-03-17,FC001,SNK-BSC-003,1,2.79,ONLINE,,2026-04-16 03:15:00
100032,2026-03-17,FC001,FRZ-PEA-004,1,1.59,ONLINE,CUS00117,2026-04-16 03:15:00
100032,2026-03-17,FC001,SNK-BSC-003,1,2.79,ONLINE,CUS00117,2026-04-16 03:15:00
100032,2026-03-17,FC001,SNK-CHP-001,2,1.99,ONLINE,CUS00117,2026-04-16 03:15:00
100032,2026-03-17,FC001,FRZ-ICE-002,2,7.49,ONLINE,CUS00117,2026-04-16 03:15:00
100033,2026-03-17,FC001,PRD-BRC-003,3,1.29,CARD,CUS00059,2026-04-16 03:15:00
100034,2026-03-17,FC001,BEV-OJU-002,1,2.49,CARD,,2026-04-16 03:15:00
100035,2026-03-17,FC001,FRS-CHD-003,1,2.29,CARD,,2026-04-16 03:15:00
100036,2026-03-17,FC001,BAK-BRD-001,2,1.19,CARD,CUS00191,2026-04-16 03:15:00
100037,2026-03-17,FC001,SNK-CHC-002,1,1.29,CARD,,2026-04-16 03:15:00
100037,2026-03-17,FC001,PRD-APL-004,3,1.79,CARD,,2026-04-16 03:15:00
100038,2026-03-17,FC001,PRD-TOM-002,2,1.39,CASH,CUS00185,2026-04-16 03:15:00
100038,2026-03-17,FC001,PRD-APL-004,1,1.79,CASH,CUS00185,2026-04-16 03:15:00
100038,2026-03-17,FC001,FRZ-PIZ-001,1,4.99,CASH,CUS00185,2026-04-16 03:15:00
100038,2026-03-17,FC001,SNK-CHC-002,1,1.29,CASH,CUS00185,2026-04-16 03:15:00
100039,2026-03-17,FC001,FRS-BTR-004,2,3.49,CARD,CUS00143,2026-04-16 03:15:00
100039,2026-03-17,FC001,FRZ-FRI-003,1,2.49,CARD,CUS00143,2026-04-16 03:15:00
100039,2026-03-17,FC001,BEV-OJU-002,3,2.49,CARD,CUS00143,2026-04-16 03:15:00
100040,2026-03-17,FC001,SNK-CHC-002,2,1.29,ONLINE,,2026-04-16 03:15:00
100040,2026-03-17,FC001,FRS-MLK-001,2,1.29,ONLINE,,2026-04-16 03:15:00
100040,2026-03-17,FC001,SNK-CHC-002,3,1.29,ONLINE,,2026-04-16 03:15:00
100040,2026-03-17,FC001,PRD-BAN-001,1,0.99,ONLINE,,2026-04-16 03:15:00
100041,2026-03-17,FC001,PRD-APL-004,1,1.79,CARD,,2026-04-16 03:15:00
100042,2026-03-17,FC001,FRS-CHD-003,1,2.29,CARD,,2026-04-16 03:15:00
100042,2026-03-17,FC001,SNK-CHP-001,5,1.99,CARD,,2026-04-16 03:15:00
100042,2026-03-17,FC001,FRS-CHD-003,2,2.29,CARD,,2026-04-16 03:15:00
100043,2026-03-17,FC001,PRD-APL-004,1,1.79,CARD,CUS00088,2026-04-16 03:15:00
100044,2026-03-17,FC001,FRS-CHD-003,3,2.29,ONLINE,,2026-04-16 03:15:00
100045,2026-03-17,FC001,SNK-CHC-002,1,1.29,CASH,,2026-04-16 03:15:00
100046,2026-03-17,FC001,BEV-OJU-002,1,2.49,CARD,CUS00156,2026-04-16 03:15:00
100046,2026-03-17,FC001,FRZ-PIZ-001,1,4.99,CARD,CUS00156,2026-04-16 03:15:00
100047,2026-03-17,FC001,BEV-BER-004,1,6.49,ONLINE,CUS00174,2026-04-16 03:15:00
100047,2026-03-17,FC001,PRD-TOM-002,1,1.39,ONLINE,CUS00174,2026-04-16 03:15:00
100048,2026-03-17,FC001,BAK-SRD-003,1,3.99,CASH,,2026-04-16 03:15:00
100049,2026-03-17,FC001,PRD-BRC-003,1,1.29,CARD,CUS00066,2026-04-16 03:15:00
100050,2026-03-17,FC001,FRZ-ICE-002,2,7.49,CARD,CUS00034,2026-04-16 03:15:00
100050,2026-03-17,FC001,FRZ-PIZ-001,2,4.99,CARD,CUS00034,2026-04-16 03:15:00
100051,2026-03-17,FC001,BEV-OJU-002,1,2.49,CASH,CUS00102,2026-04-16 03:15:00
100051,2026-03-17,FC001,FRS-CHD-003,3,2.29,CASH,CUS00102,2026-04-16 03:15:00
100052,2026-03-17,FC001,PRD-TOM-002,1,1.39,CARD,,2026-04-16 03:15:00
100052,2026-03-17,FC001,FRS-MLK-001,5,1.29,CARD,,2026-04-16 03:15:00
100053,2026-03-17,FC001,SNK-BSC-003,4,2.79,CARD,,2026-04-16 03:15:00
100054,2026-03-17,FC001,BEV-OJU-002,2,2.49,CARD,,2026-04-16 03:15:00
100055,2026-03-17,FC001,BAK-BGL-004,1,1.99,CARD,CUS00080,2026-04-16 03:15:00
100055,2026-03-17,FC001,BAK-CRS-002,1,2.49,CARD,CUS00080,2026-04-16 03:15:00
100056,2026-03-17,FC001,PRD-APL-004,2,1.79,CARD,CUS00050,2026-04-16 03:15:00
100056,2026-03-17,FC001,SNK-CHP-001,3,1.99,CARD,CUS00050,2026-04-16 03:15:00
100057,2026-03-17,FC001,FRZ-PEA-004,1,1.59,CARD,CUS00051,2026-04-16 03:15:00
100058,2026-03-17,FC001,BEV-WAT-003,2,2.79,CARD,CUS00198,2026-04-16 03:15:00
100058,2026-03-17,FC001,FRZ-FRI-003,1,2.49,CARD,CUS00198,2026-04-16 03:15:00
100058,2026-03-17,FC001,FRZ-FRI-003,2,2.49,CARD,CUS00198,2026-04-16 03:15:00
100059,2026-03-17,FC001,BAK-BRD-001,1,1.19,CARD,CUS00161,2026-04-16 03:15:00
100059,2026-03-17,FC001,BEV-BER-004,1,6.49,CARD,CUS00161,2026-04-16 03:15:00
100059,2026-03-17,FC001,PRD-TOM-002,2,1.39,CARD,CUS00161,2026-04-16 03:15:00
100059,2026-03-17,FC001,FRZ-FRI-003,1,2.49,CARD,CUS00161,2026-04-16 03:15:00
100060,2026-03-17,FC001,FRS-YGT-002,1,1.49,CASH,CUS00116,2026-04-16 03:15:00
100060,2026-03-17,FC001,PRD-TOM-002,1,1.39,CASH,CUS00116,2026-04-16 03:15:00
100061,2026-03-17,FC001,FRZ-PEA-004,1,1.59,ONLINE,,2026-04-16 03:15:00
100061,2026-03-17,FC001,BEV-WAT-003,2,2.79,ONLINE,,2026-04-16 03:15:00
100061,2026-03-17,FC001,SNK-NUT-004,3,3.49,ONLINE,,2026-04-16 03:15:00
100062,2026-03-17,FC001,PRD-BRC-003,2,1.29,CARD,,2026-04-16 03:15:00
100062,2026-03-17,FC001,FRZ-PIZ-001,1,4.99,CARD,,2026-04-16 03:15:00
100063,2026-03-17,FC001,FRZ-PIZ-001,2,4.99,CASH,CUS00088,2026-04-16 03:15:00
100064,2026-03-17,FC001,FRZ-PIZ-001,1,4.99,CARD,,2026-04-16 03:15:00
100065,2026-03-17,FC001,BEV-OJU-002,2,2.49,CARD,CUS00073,2026-04-16 03:15:00
100066,2026-03-17,FC001,FRS-CHD-003,1,2.29,CARD,CUS00162,2026-04-16 03:15:00
100066,2026-03-17,FC001,FRZ-ICE-002,2,7.49,CARD,CUS00162,2026-04-16 03:15:00
100067,2026-03-17,FC001,BAK-BRD-001,1,1.19,ONLINE,,2026-04-16 03:15:00
100068,2026-03-17,FC001,SNK-CHP-001,2,1.99,CARD,CUS00090,2026-04-16 03:15:00
100068,2026-03-17,FC001,BEV-COL-001,1,1.49,CARD,CUS00090,2026-04-16 03:15:00
100069,2026-03-17,FC001,SNK-CHP-001,2,1.99,CARD,CUS00144,2026-04-16 03:15:00
100069,2026-03-17,FC001,BAK-BRD-001,2,1.19,CARD,CUS00144,2026-04-16 03:15:00
100070,2026-03-17,FC001,FRS-CHD-003,2,2.29,ONLINE,,2026-04-16 03:15:00
100070,2026-03-17,FC001,BEV-OJU-002,1,2.49,ONLINE,,2026-04-16 03:15:00
100070,2026-03-17,FC001,FRS-MLK-001,1,1.29,ONLINE,,2026-04-16 03:15:00
100071,2026-03-17,FC001,BAK-SRD-003,1,3.99,CARD,CUS00197,2026-04-16 03:15:00
100072,2026-03-17,FC001,FRZ-ICE-002,3,7.49,ONLINE,CUS00026,2026-04-16 03:15:00
100073,2026-03-17,FC001,BAK-BRD-001,2,1.19,ONLINE,CUS00087,2026-04-16 03:15:00
100073,2026-03-17,FC001,BAK-BRD-001,1,1.19,ONLINE,CUS00087,2026-04-16 03:15:00
100073,2026-03-17,FC001,SNK-BSC-003,2,2.79,ONLINE,CUS00087,2026-04-16 03:15:00
100074,2026-03-17,FC001,BEV-OJU-002,1,2.49,CASH,CUS00113,2026-04-16 03:15:00
100074,2026-03-17,FC001,SNK-NUT-004,1,3.49,CASH,CUS00113,2026-04-16 03:15:00
100074,2026-03-17,FC001,BEV-WAT-003,2,2.79,CASH,CUS00113,2026-04-16 03:15:00
100075,2026-03-17,FC001,FRZ-ICE-002,1,7.49,CARD,,2026-04-16 03:15:00
100075,2026-03-17,FC001,BEV-BER-004,4,6.49,CARD,,2026-04-16 03:15:00
100075,2026-03-17,FC001,BAK-SRD-003,1,3.99,CARD,,2026-04-16 03:15:00
100076,2026-03-17,FC001,PRD-TOM-002,2,1.39,CARD,,2026-04-16 03:15:00
100076,2026-03-17,FC001,FRZ-PIZ-001,1,4.99,CARD,,2026-04-16 03:15:00
100076,2026-03-17,FC001,BAK-CRS-002,3,2.49,CARD,,2026-04-16 03:15:00
100076,2026-03-17,FC001,FRZ-PEA-004,1,1.59,CARD,,2026-04-16 03:15:00
100077,2026-03-17,FC001,FRZ-ICE-002,4,7.49,CARD,,2026-04-16 03:15:00
100078,2026-03-17,FC001,FRS-CHD-003,2,2.29,CARD,CUS00032,2026-04-16 03:15:00
100078,2026-03-17,FC001,PRD-BAN-001,1,0.99,CARD,CUS00032,2026-04-16 03:15:00
100079,2026-03-17,FC001,BAK-BGL-004,3,1.99,CASH,,2026-04-16 03:15:00
100079,2026-03-17,FC001,PRD-APL-004,4,1.79,CASH,,2026-04-16 03:15:00
100080,2026-03-17,FC001,BEV-COL-001,5,1.49,CARD,CUS00096,2026-04-16 03:15:00
100080,2026-03-17,FC001,PRD-APL-004,1,1.79,CARD,CUS00096,2026-04-16 03:15:00
100081,2026-03-17,FC001,BAK-BRD-001,1,1.19,CARD,CUS00183,2026-04-16 03:15:00
100082,2026-03-17,FC001,SNK-BSC-003,1,2.79,CARD,,2026-04-16 03:15:00
100083,2026-03-17,FC001,PRD-BAN-001,1,0.99,CASH,,2026-04-16 03:15:00
100083,2026-03-17,FC001,BAK-BRD-001,1,1.19,CASH,,2026-04-16 03:15:00
100084,2026-03-17,FC001,BAK-BGL-004,1,1.99,CARD,CUS00029,2026-04-16 03:15:00
100084,2026-03-17,FC001,FRS-YGT-002,1,1.49,CARD,CUS00029,2026-04-16 03:15:00
100085,2026-03-17,FC001,FRS-BTR-004,3,3.49,CASH,,2026-04-16 03:15:00
100085,2026-03-17,FC001,BEV-BER-004,2,6.49,CASH,,2026-04-16 03:15:00
100086,2026-03-17,FC001,PRD-TOM-002,1,1.39,CARD,CUS00062,2026-04-16 03:15:00
100087,2026-03-17,FC001,SNK-CHC-002,2,1.29,CARD,CUS00107,2026-04-16 03:15:00
100087,2026-03-17,FC001,FRZ-PIZ-001,5,4.99,CARD,CUS00107,2026-04-16 03:15:00
100088,2026-03-17,FC001,FRZ-ICE-002,1,7.49,ONLINE,CUS00130,2026-04-16 03:15:00
100089,2026-03-17,FC001,PRD-BAN-001,2,0.99,CARD,CUS00100,2026-04-16 03:15:00
100089,2026-03-17,FC001,PRD-APL-004,2,1.79,CARD,CUS00100,2026-04-16 03:15:00
100089,2026-03-17,FC001,PRD-APL-004,1,1.79,CARD,CUS00100,2026-04-16 03:15:00
100090,2026-03-17,FC001,BAK-BRD-001,1,1.19,CARD,CUS00149,2026-04-16 03:15:00
100090,2026-03-17,FC001,FRZ-ICE-002,1,7.49,CARD,CUS00149,2026-04-16 03:15:00
100091,2026-03-17,FC001,SNK-BSC-003,1,2.79,CARD,,2026-04-16 03:15:00
100091,2026-03-17,FC001,BAK-CRS-002,3,2.49,CARD,,2026-04-16 03:15:00
100092,2026-03-17,FC001,FRS-YGT-002,1,1.49,CARD,,2026-04-16 03:15:00
100093,2026-03-17,FC001,PRD-TOM-002,1,1.39,CARD,CUS00011,2026-04-16 03:15:00
100094,2026-03-17,FC001,SNK-CHP-001,1,1.99,CASH,CUS00065,2026-04-16 03:15:00
100094,2026-03-17,FC001,PRD-APL-004,3,1.79,CASH,CUS00065,2026-04-16 03:15:00
100094,2026-03-17,FC001,FRS-YGT-002,3,1.49,CASH,CUS00065,2026-04-16 03:15:00
100094,2026-03-17,FC001,PRD-BRC-003,1,1.29,CASH,CUS00065,2026-04-16 03:15:00
100095,2026-03-17,FC001,BEV-COL-001,1,1.49,CARD,CUS00103,2026-04-16 03:15:00
100095,2026-03-17,FC001,BAK-CRS-002,1,2.49,CARD,CUS00103,2026-04-16 03:15:00
100095,2026-03-17,FC001,BEV-BER-004,1,6.49,CARD,CUS00103,2026-04-16 03:15:00
100096,2026-03-17,FC001,FRS-CHD-003,1,2.29,CARD,CUS00022,2026-04-16 03:15:00
100096,2026-03-17,FC001,BAK-CRS-002,1,2.49,CARD,CUS00022,2026-04-16 03:15:00
100096,2026-03-17,FC001,PRD-BRC-003,1,1.29,CARD,CUS00022,2026-04-16 03:15:00
100097,2026-03-17,FC001,SNK-BSC-003,1,2.79,ONLINE,CUS00115,2026-04-16 03:15:00
100098,2026-03-17,FC001,FRZ-PEA-004,5,1.59,CARD,CUS00011,2026-04-16 03:15:00
100098,2026-03-17,FC001,PRD-BAN-001,2,0.99,CARD,CUS00011,2026-04-16 03:15:00
100099,2026-03-17,FC001,PRD-APL-004,1,1.79,CARD,CUS00172,2026-04-16 03:15:00
100099,2026-03-17,FC001,SNK-NUT-004,2,3.49,CARD,CUS00172,2026-04-16 03:15:00
100099,2026-03-17,FC001,FRS-MLK-001,1,1.29,CARD,CUS00172,2026-04-16 03:15:00
100100,2026-03-17,FC001,BAK-BRD-001,1,1.19,CASH,,2026-04-16 03:15:00
100100,2026-03-17,FC001,SNK-CHP-001,1,1.99,CASH,,2026-04-16 03:15:00
100101,2026-03-17,FC001,BAK-BRD-001,2,1.19,ONLINE,,2026-04-16 03:15:00
100102,2026-03-17,FC001,FRZ-FRI-003,1,2.49,CASH,CUS00196,2026-04-16 03:15:00
100102,2026-03-17,FC001,PRD-APL-004,1,1.79,CASH,CUS00196,2026-04-16 03:15:00
100102,2026-03-17,FC001,SNK-CHP-001,1,1.99,CASH,CUS00196,2026-04-16 03:15:00
100102,2026-03-17,FC001,FRS-BTR-004,1,3.49,CASH,CUS00196,2026-04-16 03:15:00
100103,2026-03-17,FC001,PRD-BAN-001,2,0.99,CASH,CUS00144,2026-04-16 03:15:00
100104,2026-03-17,FC001,SNK-BSC-003,4,2.79,CARD,CUS00157,2026-04-16 03:15:00
100104,2026-03-17,FC001,BEV-BER-004,1,6.49,CARD,CUS00157,2026-04-16 03:15:00
100105,2026-03-17,FC001,FRS-CHD-003,3,2.29,CARD,CUS00045,2026-04-16 03:15:00
100106,2026-03-17,FC001,SNK-BSC-003,1,2.79,CARD,,2026-04-16 03:15:00
100106,2026-03-17,FC001,FRZ-ICE-002,1,7.49,CARD,,2026-04-16 03:15:00
100106,2026-03-17,FC001,PRD-TOM-002,3,1.39,CARD,,2026-04-16 03:15:00
100106,2026-03-17,FC001,SNK-BSC-003,2,2.79,CARD,,2026-04-16 03:15:00
100107,2026-03-17,FC001,BAK-BGL-004,1,1.99,ONLINE,CUS00093,2026-04-16 03:15:00
100107,2026-03-17,FC001,BAK-SRD-003,2,3.99,ONLINE,CUS00093,2026-04-16 03:15:00
100108,2026-03-17,FC001,FRZ-FRI-003,1,2.49,ONLINE,CUS00093,2026-04-16 03:15:00
100109,2026-03-17,FC001,FRS-CHD-003,1,2.29,ONLINE,,2026-04-16 03:15:00
100109,2026-03-17,FC001,BEV-COL-001,5,1.49,ONLINE,,2026-04-16 03:15:00
100109,2026-03-17,FC001,SNK-NUT-004,1,3.49,ONLINE,,2026-04-16 03:15:00
100110,2026-03-17,FC001,BAK-BRD-001,5,1.19,CASH,CUS00148,2026-04-16 03:15:00
100110,2026-03-17,FC001,SNK-CHP-001,1,1.99,CASH,CUS00148,2026-04-16 03:15:00
100111,2026-03-17,FC001,SNK-CHP-001,2,1.99,ONLINE,CUS00033,2026-04-16 03:15:00
100111,2026-03-17,FC001,BAK-BRD-001,1,1.19,ONLINE,CUS00033,2026-04-16 03:15:00
100112,2026-03-17,FC001,BAK-BRD-001,1,1.19,ONLINE,CUS00032,2026-04-16 03:15:00
100112,2026-03-17,FC001,BAK-CRS-002,1,2.49,ONLINE,CUS00032,2026-04-16 03:15:00
100112,2026-03-17,FC001,SNK-BSC-003,1,2.79,ONLINE,CUS00032,2026-04-16 03:15:00
100113,2026-03-17,FC001,PRD-BAN-001,1,0.99,CASH,CUS00073,2026-04-16 03:15:00
100113,2026-03-17,FC001,FRZ-ICE-002,1,7.49,CASH,CUS00073,2026-04-16 03:15:00
100113,2026-03-17,FC001,SNK-CHP-001,1,1.99,CASH,CUS00073,2026-04-16 03:15:00
100113,2026-03-17,FC001,FRZ-ICE-002,1,7.49,CASH,CUS00073,2026-04-16 03:15:00
100114,2026-03-17,FC001,BAK-BRD-001,1,1.19,ONLINE,,2026-04-16 03:15:00
100114,2026-03-17,FC001,FRZ-PEA-004,2,1.59,ONLINE,,2026-04-16 03:15:00
100115,2026-03-17,FC001,FRS-YGT-002,3,1.49,ONLINE,,2026-04-16 03:15:00
100115,2026-03-17,FC001,FRS-MLK-001,1,1.29,ONLINE,,2026-04-16 03:15:00
100116,2026-03-17,FC001,SNK-CHP-001,1,1.99,CARD,,2026-04-16 03:15:00
100116,2026-03-17,FC001,FRZ-FRI-003,1,2.49,CARD,,2026-04-16 03:15:00
100116,2026-03-17,FC001,SNK-CHP-001,1,1.99,CARD,,2026-04-16 03:15:00
100116,2026-03-17,FC001,SNK-CHP-001,1,1.99,CARD,,2026-04-16 03:15:00
100117,2026-03-17,FC001,PRD-TOM-002,1,1.39,CARD,CUS00063,2026-04-16 03:15:00
100117,2026-03-17,FC001,SNK-BSC-003,1,2.79,CARD,CUS00063,2026-04-16 03:15:00
100118,2026-03-17,FC002,BAK-BRD-001,1,1.19,ONLINE,CUS00088,2026-04-16 03:15:00
100118,2026-03-17,FC002,SNK-BSC-003,1,2.79,ONLINE,CUS00088,2026-04-16 03:15:00
100119,2026-03-17,FC002,PRD-APL-004,1,1.79,CARD,CUS00103,2026-04-16 03:15:00
100119,2026-03-17,FC002,FRS-BTR-004,1,3.49,CARD,CUS00103,2026-04-16 03:15:00
100119,2026-03-17,FC002,BEV-WAT-003,1,2.79,CARD,CUS00103,2026-04-16 03:15:00
100119,2026-03-17,FC002,BEV-WAT-003,1,2.79,CARD,CUS00103,2026-04-16 03:15:00
100120,2026-03-17,FC002,BEV-OJU-002,1,2.49,ONLINE,CUS00099,2026-04-16 03:15:00
100121,2026-03-17,FC002,SNK-NUT-004,1,3.49,ONLINE,CUS00084,2026-04-16 03:15:00
100121,2026-03-17,FC002,BAK-CRS-002,1,2.49,ONLINE,CUS00084,2026-04-16 03:15:00
100121,2026-03-17,FC002,FRZ-PIZ-001,1,4.99,ONLINE,CUS00084,2026-04-16 03:15:00
100122,2026-03-17,FC002,FRZ-PIZ-001,1,4.99,CARD,CUS00024,2026-04-16 03:15:00
100122,2026-03-17,FC002,BAK-BGL-004,1,1.99,CARD,CUS00024,2026-04-16 03:15:00
100122,2026-03-17,FC002,PRD-APL-004,1,1.79,CARD,CUS00024,2026-04-16 03:15:00
100123,2026-03-17,FC002,PRD-TOM-002,1,1.39,CARD,,2026-04-16 03:15:00
100124,2026-03-17,FC002,BEV-COL-001,1,1.49,CARD,CUS00068,2026-04-16 03:15:00
100124,2026-03-17,FC002,BEV-COL-001,1,1.49,CARD,CUS00068,2026-04-16 03:15:00
100124,2026-03-17,FC002,FRZ-ICE-002,1,7.49,CARD,CUS00068,2026-04-16 03:15:00
100125,2026-03-17,FC002,FRZ-ICE-002,1,7.49,CARD,CUS00130,2026-04-16 03:15:00
100125,2026-03-17,FC002,FRZ-PEA-004,2,1.59,CARD,CUS00130,2026-04-16 03:15:00
100126,2026-03-17,FC002,PRD-APL-004,2,1.79,CARD,,2026-04-16 03:15:00
100127,2026-03-17,FC002,BAK-SRD-003,2,3.99,CARD,,2026-04-16 03:15:00
100128,2026-03-17,FC002,SNK-BSC-003,1,2.79,CARD,CUS00010,2026-04-16 03:15:00
100128,2026-03-17,FC002,BEV-BER-004,1,6.49,CARD,CUS00010,2026-04-16 03:15:00
100129,2026-03-17,FC002,PRD-BRC-003,4,1.29,CARD,,2026-04-16 03:15:00
100130,2026-03-17,FC002,FRZ-FRI-003,1,2.49,CARD,CUS00158,2026-04-16 03:15:00
100131,2026-03-17,FC002,PRD-TOM-002,1,1.39,ONLINE,CUS00182,2026-04-16 03:15:00
100131,2026-03-17,FC002,FRS-MLK-001,1,1.29,ONLINE,CUS00182,2026-04-16 03:15:00
100131,2026-03-17,FC002,SNK-CHC-002,1,1.29,ONLINE,CUS00182,2026-04-16 03:15:00
100132,2026-03-17,FC002,FRZ-PEA-004,1,1.59,CASH,CUS00186,2026-04-16 03:15:00
100132,2026-03-17,FC002,SNK-CHP-001,2,1.99,CASH,CUS00186,2026-04-16 03:15:00
100133,2026-03-17,FC002,FRZ-FRI-003,1,2.49,CASH,,2026-04-16 03:15:00
100133,2026-03-17,FC002,FRZ-PIZ-001,2,4.99,CASH,,2026-04-16 03:15:00
100133,2026-03-17,FC002,FRZ-PEA-004,2,1.59,CASH,,2026-04-16 03:15:00
100134,2026-03-17,FC002,FRS-YGT-002,2,1.49,CARD,,2026-04-16 03:15:00
100135,2026-03-17,FC002,BEV-OJU-002,1,2.49,CARD,CUS00113,2026-04-16 03:15:00
100135,2026-03-17,FC002,SNK-BSC-003,1,2.79,CARD,CUS00113,2026-04-16 03:15:00
100136,2026-03-17,FC002,SNK-NUT-004,2,3.49,CARD,,2026-04-16 03:15:00
100136,2026-03-17,FC002,SNK-BSC-003,1,2.79,CARD,,2026-04-16 03:15:00
100137,2026-03-17,FC002,FRZ-PIZ-001,1,4.99,CARD,CUS00170,2026-04-16 03:15:00
100138,2026-03-17,FC002,FRZ-ICE-002,1,7.49,CARD,CUS00137,2026-04-16 03:15:00
100138,2026-03-17,FC002,SNK-NUT-004,2,3.49,CARD,CUS00137,2026-04-16 03:15:00
