snapshot_date,store_id,product_sku,quantity_on_hand,reorder_point,_ingested_at
2026-03-17,FC002,SNK-NUT-004,163,30,2026-04-16 03:15:00
2026-03-17,FC003,FRS-MLK-001,137,30,2026-04-16 03:15:00
2026-03-17,FC003,FRS-YGT-002,115,30,2026-04-16 03:15:00
2026-03-17,FC003,FRS-CHD-003,149,30,2026-04-16 03:15:00
2026-03-17,FC003,FRS-BTR-004,143,30,2026-04-16 03:15:00
2026-03-17,FC003,BAK-BRD-001,130,30,2026-04-16 03:15:00
2026-03-17,FC003,BAK-CRS-002,117,30,2026-04-16 03:15:00
2026-03-17,FC003,BAK-SRD-003,158,30,2026-04-16 03:15:00
2026-03-17,FC003,BAK-BGL-004,114,30,2026-04-16 03:15:00
2026-03-17,FC003,PRD-BAN-001,132,30,2026-04-16 03:15:00
2026-03-17,FC003,PRD-TOM-002,124,30,2026-04-16 03:15:00
2026-03-17,FC003,PRD-BRC-003,157,30,2026-04-16 03:15:00
2026-03-17,FC003,PRD-APL-004,160,30,2026-04-16 03:15:00
2026-03-17,FC003,BEV-COL-001,148,30,2026-04-16 03:15:00
2026-03-17,FC003,BEV-OJU-002,138,30,2026-04-16 03:15:00
2026-03-17,FC003,BEV-WAT-003,192,30,2026-04-16 03:15:00
2026-03-17,FC003,BEV-BER-004,135,30,2026-04-16 03:15:00
2026-03-17,FC003,FRZ-PIZ-001,134,30,2026-04-16 03:15:00
2026-03-17,FC003,FRZ-ICE-002,167,30,2026-04-16 03:15:00
2026-03-17,FC003,FRZ-FRI-003,181,30,2026-04-16 03:15:00
2026-03-17,FC003,FRZ-PEA-004,134,30,2026-04-16 03:15:00
2026-03-17,FC003,SNK-CHP-001,180,30,2026-04-16 03:15:00
2026-03-17,FC003,SNK-CHC-002,128,30,2026-04-16 03:15:00
2026-03-17,FC003,SNK-BSC-003,162,30,2026-04-16 03:15:00
2026-03-17,FC003,SNK-NUT-004,121,30,2026-04-16 03:15:00
2026-03-17,FC004,FRS-MLK-001,54,15,2026-04-16 03:15:00
2026-03-17,FC004,FRS-YGT-002,64,15,2026-04-16 03:15:00
2026-03-17,FC004,FRS-CHD-003,47,15,2026-04-16 03:15:00
2026-03-17,FC004,FRS-BTR-004,47,15,2026-04-16 03:15:00
2026-03-17,FC004,BAK-BRD-001,53,15,2026-04-16 03:15:00
2026-03-17,FC004,BAK-CRS-002,47,15,2026-04-16 03:15:00
2026-03-17,FC004,BAK-SRD-003,49,15,2026-04-16 03:15:00
2026-03-17,FC004,BAK-BGL-004,56,15,2026-04-16 03:15:00
2026-03-17,FC004,PRD-BAN-001,47,15,2026-04-16 03:15:00
2026-03-17,FC004,PRD-TOM-002,50,15,2026-04-16 03:15:00
2026-03-17,FC004,PRD-BRC-003,47,15,2026-04-16 03:15:00
2026-03-17,FC004,PRD-APL-004,66,15,2026-04-16 03:15:00
2026-03-17,FC004,BEV-COL-001,55,15,2026-04-16 03:15:00
2026-03-17,FC004,BEV-OJU-002,60,15,2026-04-16 03:15:00
2026-03-17,FC004,BEV-WAT-003,70,15,2026-04-16 03:15:00
2026-03-17,FC004,BEV-BER-004,61,15,2026-04-16 03:15:00
2026-03-17,FC004,FRZ-PIZ-001,51,15,2026-04-16 03:15:00
2026-03-17,FC004,FRZ-ICE-002,61,15,2026-04-16 03:15:00
2026-03-17,FC004,FRZ-FRI-003,58,15,2026-04-16 03:15:00
2026-03-17,FC004,FRZ-PEA-004,45,15,2026-04-16 03:15:00
2026-03-17,FC004,SNK-CHP-001,57,15,2026-04-16 03:15:00
2026-03-17,FC004,SNK-CHC-002,58,15,2026-04-16 03:15:00
2026-03-17,FC004,SNK-BSC-003,40,15,2026-04-16 03:15:00
2026-03-17,FC004,SNK-NUT-004,56,15,2026-04-16 03:15:00
2026-03-17,FC005,FRS-MLK-001,174,30,2026-04-16 03:15:00
2026-03-17,FC005,FRS-YGT-002,121,30,2026-04-16 03:15:00
2026-03-17,FC005,FRS-CHD-003,175,30,2026-04-16 03:15:00
2026-03-17,FC005,FRS-BTR-004,120,30,2026-04-16 03:15:00
2026-03-17,FC005,BAK-BRD-001,161,30,2026-04-16 03:15:00
2026-03-17,FC005,BAK-CRS-002,116,30,2026-04-16 03:15:00
2026-03-17,FC005,BAK-SRD-003,128,30,2026-04-16 03:15:00
2026-03-17,FC005,BAK-BGL-004,126,30,2026-04-16 03:15:00
2026-03-17,FC005,PRD-BAN-001,168,30,2026-04-16 03:15:00
2026-03-17,FC005,PRD-TOM-002,130,30,2026-04-16 03:15:00
2026-03-17,FC005,PRD-BRC-003,161,30,2026-04-16 03:15:00
2026-03-17,FC005,PRD-APL-004,135,30,2026-04-16 03:15:00
2026-03-17,FC005,BEV-COL-001,130,30,2026-04-16 03:15:00
2026-03-17,FC005,BEV-OJU-002,152,30,2026-04-16 03:15:00
2026-03-17,FC005,BEV-WAT-003,135,30,2026-04-16 03:15:00
2026-03-17,FC005,BEV-BER-004,176,30,2026-04-16 03:15:00
2026-03-17,FC005,FRZ-PIZ-001,189,30,2026-04-16 03:15:00
2026-03-17,FC005,FRZ-ICE-002,131,30,2026-04-16 03:15:00
2026-03-17,FC005,FRZ-FRI-003,156,30,2026-04-16 03:15:00
2026-03-17,FC005,FRZ-PEA-004,185,30,2026-04-16 03:15:00
2026-03-17,FC005,SNK-CHP-001,176,30,2026-04-16 03:15:00
2026-03-17,FC005,SNK-CHC-002,126,30,2026-04-16 03:15:00
2026-03-17,FC005,SNK-BSC-003,138,30,2026-04-16 03:15:00
2026-03-17,FC005,SNK-NUT-004,110,30,2026-04-16 03:15:00
2026-03-17,FC006,FRS-MLK-001,177,30,2026-04-16 03:15:00
2026-03-17,FC006,FRS-YGT-002,186,30,2026-04-16 03:15:00
2026-03-17,FC006,FRS-CHD-003,195,30,2026-04-16 03:15:00
2026-03-17,FC006,FRS-BTR-004,168,30,2026-04-16 03:15:00
2026-03-17,FC006,BAK-BRD-001,131,30,2026-04-16 03:15:00
2026-03-17,FC006,BAK-CRS-002,174,30,2026-04-16 03:15:00
2026-03-17,FC006,BAK-SRD-003,159,30,2026-04-16 03:15:00
2026-03-17,FC006,BAK-BGL-004,106,30,2026-04-16 03:15:00
2026-03-17,FC006,PRD-BAN-001,128,30,2026-04-16 03:15:00
2026-03-17,FC006,PRD-TOM-002,135,30,2026-04-16 03:15:00
2026-03-17,FC006,PRD-BRC-003,156,30,2026-04-16 03:15:00
2026-03-17,FC006,PRD-APL-004,136,30,2026-04-16 03:15:00
2026-03-17,FC006,BEV-COL-001,110,30,2026-04-16 03:15:00
2026-03-17,FC006,BEV-OJU-002,116,30,2026-04-16 03:15:00
2026-03-17,FC006,BEV-WAT-003,145,30,2026-04-16 03:15:00
2026-03-17,FC006,BEV-BER-004,127,30,2026-04-16 03:15:00
2026-03-17,FC006,FRZ-PIZ-001,163,30,2026-04-16 03:15:00
2026-03-17,FC006,FRZ-ICE-002,111,30,2026-04-16 03:15:00
2026-03-17,FC006,FRZ-FRI-003,173,30,2026-04-16 03:15:00
2026-03-17,FC006,FRZ-PEA-004,129,30,2026-04-16 03:15:00
2026-03-17,FC006,SNK-CHP-001,136,30,2026-04-16 03:15:00
2026-03-17,FC006,SNK-CHC-002,108,30,2026-04-16 03:15:00
2026-03-17,FC006,SNK-BSC-003,118,30,2026-04-16 03:15:00
2026-03-17,FC006,SNK-NUT-004,149,30,2026-04-16 03:15:00
2026-03-17,FC007,FRS-MLK-001,64,15,2026-04-16 03:15:00
2026-03-17,FC007,FRS-YGT-002,48,15,2026-04-16 03:15:00
2026-03-17,FC007,FRS-CHD-003,70,15,2026-04-16 03:15:00
2026-03-17,FC007,FRS-BTR-004,64,15,2026-04-16 03:15:00
2026-03-17,FC007,BAK-BRD-001,56,15,2026-04-16 03:15:00
2026-03-17,FC007,BAK-CRS-002,75,15,2026-04-16 03:15:00
2026-03-17,FC007,BAK-SRD-003,48,15,2026-04-16 03:15:00
2026-03-17,FC007,BAK-BGL-004,71,15,2026-04-16 03:15:00
2026-03-17,FC007,PRD-BAN-001,40,15,2026-04-16 03:15:00
2026-03-17,FC007,PRD-TOM-002,68,15,2026-04-16 03:15:00
2026-03-17,FC007,PRD-BRC-003,43,15,2026-04-16 03:15:00
2026-03-17,FC007,PRD-APL-004,52,15,2026-04-16 03:15:00
2026-03-17,FC007,BEV-COL-001,47,15,2026-04-16 03:15:00
2026-03-17,FC007,BEV-OJU-002,43,15,2026-04-16 03:15:00
2026-03-17,FC007,BEV-WAT-003,52,15,2026-04-16 03:15:00
2026-03-17,FC007,BEV-BER-004,67,15,2026-04-16 03:15:00
2026-03-17,FC007,FRZ-PIZ-001,61,15,2026-04-16 03:15:00
2026-03-17,FC007,FRZ-ICE-002,65,15,2026-04-16 03:15:00
2026-03-17,FC007,FRZ-FRI-003,45,15,2026-04-16 03:15:00
2026-03-17,FC007,FRZ-PEA-004,40,15,2026-04-16 03:15:00
2026-03-17,FC007,SNK-CHP-001,72,15,2026-04-16 03:15:00
2026-03-17,FC007,SNK-CHC-002,49,15,2026-04-16 03:15:00
2026-03-17,FC007,SNK-BSC-003,59,15,2026-04-16 03:15:00
2026-03-17,FC007,SNK-NUT-004,70,15,2026-04-16 03:15:00
2026-03-17,FC008,FRS-MLK-001,48,15,2026-04-16 03:15:00
2026-03-17,FC008,FRS-YGT-002,54,15,2026-04-16 03:15:00
2026-03-17,FC008,FRS-CHD-003,63,15,2026-04-16 03:15:00
2026-03-17,FC008,FRS-BTR-004,72,15,2026-04-16 03:15:00
2026-03-17,FC008,BAK-BRD-001,74,15,2026-04-16 03:15:00
2026-03-17,FC008,BAK-CRS-002,32,15,2026-04-16 03:15:00
2026-03-17,FC008,BAK-SRD-003,49,15,2026-04-16 03:15:00
2026-03-17,FC008,BAK-BGL-004,51,15,2026-04-16 03:15:00
2026-03-17,FC008,PRD-BAN-001,41,15,2026-04-16 03:15:00
2026-03-17,FC008,PRD-TOM-002,52,15,2026-04-16 03:15:00
2026-03-17,FC008,PRD-BRC-003,61,15,2026-04-16 03:15:00
2026-03-17,FC008,PRD-APL-004,44,15,2026-04-16 03:15:00
2026-03-17,FC008,BEV-COL-001,56,15,2026-04-16 03:15:00
2026-03-17,FC008,BEV-OJU-002,32,15,2026-04-16 03:15:00
2026-03-17,FC008,BEV-WAT-003,57,15,2026-04-16 03:15:00
2026-03-17,FC008,BEV-BER-004,43,15,2026-04-16 03:15:00
2026-03-17,FC008,FRZ-PIZ-001,56,15,2026-04-16 03:15:00
2026-03-17,FC008,FRZ-ICE-002,70,15,2026-04-16 03:15:00
2026-03-17,FC008,FRZ-FRI-003,50,15,2026-04-16 03:15:00
2026-03-17,FC008,FRZ-PEA-004,47,15,2026-04-16 03:15:00
2026-03-17,FC008,SNK-CHP-001,44,15,2026-04-16 03:15:00
2026-03-17,FC008,SNK-CHC-002,66,15,2026-04-16 03:15:00
2026-03-17,FC008,SNK-BSC-003,53,15,2026-04-16 03:15:00
2026-03-17,FC008,SNK-NUT-004,34,15,2026-04-16 03:15:00
2026-03-18,FC001,FRS-MLK-001,170,30,2026-04-16 03:15:00
2026-03-18,FC001,FRS-YGT-002,122,30,2026-04-16 03:15:00
2026-03-18,FC001,FRS-CHD-003,105,30,2026-04-16 03:15:00
2026-03-18,FC001,FRS-BTR-004,102,30,2026-04-16 03:15:00
2026-03-18,FC001,BAK-BRD-001,117,30,2026-04-16 03:15:00
2026-03-18,FC001,BAK-CRS-002,132,30,2026-04-16 03:15:00
2026-03-18,FC001,BAK-SRD-003,111,30,2026-04-16 03:15:00
2026-03-18,FC001,BAK-BGL-004,124,30,2026-04-16 03:15:00
2026-03-18,FC001,PRD-BAN-001,174,30,2026-04-16 03:15:00
2026-03-18,FC001,PRD-TOM-002,161,30,2026-04-16 03:15:00
2026-03-18,FC001,PRD-BRC-003,192,30,2026-04-16 03:15:00
2026-03-18,FC001,PRD-APL-004,90,30,2026-04-16 03:15:00
2026-03-18,FC001,BEV-COL-001,115,30,2026-04-16 03:15:00
2026-03-18,FC001,BEV-OJU-002,141,30,2026-04-16 03:15:00
2026-03-18,FC001,BEV-WAT-003,117,30,2026-04-16 03:15:00
2026-03-18,FC001,BEV-BER-004,126,30,2026-04-16 03:15:00
2026-03-18,FC001,FRZ-PIZ-001,165,30,2026-04-16 03:15:00
2026-03-18,FC001,FRZ-ICE-002,174,30,2026-04-16 03:15:00
2026-03-18,FC001,FRZ-FRI-003,143,30,2026-04-16 03:15:00
2026-03-18,FC001,FRZ-PEA-004,123,30,2026-04-16 03:15:00
2026-03-18,FC001,SNK-CHP-001,145,30,2026-04-16 03:15:00
2026-03-18,FC001,SNK-CHC-002,167,30,2026-04-16 03:15:00
2026-03-18,FC001,SNK-BSC-003,161,30,2026-04-16 03:15:00
2026-03-18,FC001,SNK-NUT-004,111,30,2026-04-16 03:15:00
2026-03-18,FC002,FRS-MLK-001,103,30,2026-04-16 03:15:00
2026-03-18,FC002,FRS-YGT-002,108,30,2026-04-16 03:15:00
2026-03-18,FC002,FRS-CHD-003,109,30,2026-04-16 03:15:00
2026-03-18,FC002,FRS-BTR-004,124,30,2026-04-16 03:15:00
2026-03-18,FC002,BAK-BRD-001,131,30,2026-04-16 03:15:00
2026-03-18,FC002,BAK-CRS-002,127,30,2026-04-16 03:15:00
2026-03-18,FC002,BAK-SRD-003,172,30,2026-04-16 03:15:00
2026-03-18,FC002,BAK-BGL-004,123,30,2026-04-16 03:15:00
2026-03-18,FC002,PRD-BAN-001,148,30,2026-04-16 03:15:00
2026-03-18,FC002,PRD-TOM-002,177,30,2026-04-16 03:15:00
2026-03-18,FC002,PRD-BRC-003,170,30,2026-04-16 03:15:00
2026-03-18,FC002,PRD-APL-004,89,30,2026-04-16 03:15:00
2026-03-18,FC002,BEV-COL-001,158,30,2026-04-16 03:15:00
2026-03-18,FC002,BEV-OJU-002,109,30,2026-04-16 03:15:00
2026-03-18,FC002,BEV-WAT-003,175,30,2026-04-16 03:15:00
2026-03-18,FC002,BEV-BER-004,149,30,2026-04-16 03:15:00
2026-03-18,FC002,FRZ-PIZ-001,171,30,2026-04-16 03:15:00
2026-03-18,FC002,FRZ-ICE-002,148,30,2026-04-16 03:15:00
2026-03-18,FC002,FRZ-FRI-003,125,30,2026-04-16 03:15:00
2026-03-18,FC002,FRZ-PEA-004,93,30,2026-04-16 03:15:00
2026-03-18,FC002,SNK-CHP-001,144,30,2026-04-16 03:15:00
2026-03-18,FC002,SNK-CHC-002,142,30,2026-04-16 03:15:00
2026-03-18,FC002,SNK-BSC-003,147,30,2026-04-16 03:15:00
2026-03-18,FC002,SNK-NUT-004,149,30,2026-04-16 03:15:00
2026-03-18,FC003,FRS-MLK-001,117,30,2026-04-16 03:15:00
2026-03-18,FC003,FRS-YGT-002,110,30,2026-04-16 03:15:00
2026-03-18,FC003,FRS-CHD-003,134,30,2026-04-16 03:15:00
2026-03-18,FC003,FRS-BTR-004,135,30,2026-04-16 03:15:00
2026-03-18,FC003,BAK-BRD-001,113,30,2026-04-16 03:15:00
2026-03-18,FC003,BAK-CRS-002,107,30,2026-04-16 03:15:00
2026-03-18,FC003,BAK-SRD-003,149,30,2026-04-16 03:15:00
2026-03-18,FC003,BAK-BGL-004,103,30,2026-04-16 03:15:00
2026-03-18,FC003,PRD-BAN-001,128,30,2026-04-16 03:15:00
2026-03-18,FC003,PRD-TOM-002,114,30,2026-04-16 03:15:00
2026-03-18,FC003,PRD-BRC-003,150,30,2026-04-16 03:15:00
2026-03-18,FC003,PRD-APL-004,142,30,2026-04-16 03:15:00
2026-03-18,FC003,BEV-COL-001,130,30,2026-04-16 03:15:00
2026-03-18,FC003,BEV-OJU-002,128,30,2026-04-16 03:15:00
2026-03-18,FC003,BEV-WAT-003,172,30,2026-04-16 03:15:00
2026-03-18,FC003,BEV-BER-004,116,30,2026-04-16 03:15:00
2026-03-18,FC003,FRZ-PIZ-001,123,30,2026-04-16 03:15:00
2026-03-18,FC003,FRZ-ICE-002,159,30,2026-04-16 03:15:00
2026-03-18,FC003,FRZ-FRI-003,174,30,2026-04-16 03:15:00
2026-03-18,FC003,FRZ-PEA-004,116,30,2026-04-16 03:15:00
2026-03-18,FC003,SNK-CHP-001,167,30,2026-04-16 03:15:00
2026-03-18,FC003,SNK-CHC-002,113,30,2026-04-16 03:15:00
2026-03-18,FC003,SNK-BSC-003,154,30,2026-04-16 03:15:00
2026-03-18,FC003,SNK-NUT-004,111,30,2026-04-16 03:15:00
2026-03-18,FC004,FRS-MLK-001,46,15,2026-04-16 03:15:00
2026-03-18,FC004,FRS-YGT-002,61,15,2026-04-16 03:15:00
2026-03-18,FC004,FRS-CHD-003,40,15,2026-04-16 03:15:00
2026-03-18,FC004,FRS-BTR-004,38,15,2026-04-16 03:15:00
2026-03-18,FC004,BAK-BRD-001,47,15,2026-04-16 03:15:00
2026-03-18,FC004,BAK-CRS-002,44,15,2026-04-16 03:15:00
2026-03-18,FC004,BAK-SRD-003,41,15,2026-04-16 03:15:00
2026-03-18,FC004,BAK-BGL-004,54,15,2026-04-16 03:15:00
2026-03-18,FC004,PRD-BAN-001,40,15,2026-04-16 03:15:00
2026-03-18,FC004,PRD-TOM-002,42,15,2026-04-16 03:15:00
2026-03-18,FC004,PRD-BRC-003,43,15,2026-04-16 03:15:00
2026-03-18,FC004,PRD-APL-004,56,15,2026-04-16 03:15:00
2026-03-18,FC004,BEV-COL-001,54,15,2026-04-16 03:15:00
2026-03-18,FC004,BEV-OJU-002,53,15,2026-04-16 03:15:00
2026-03-18,FC004,BEV-WAT-003,63,15,2026-04-16 03:15:00
2026-03-18,FC004,BEV-BER-004,55,15,2026-04-16 03:15:00
2026-03-18,FC004,FRZ-PIZ-001,50,15,2026-04-16 03:15:00
2026-03-18,FC004,FRZ-ICE-002,60,15,2026-04-16 03:15:00
2026-03-18,FC004,FRZ-FRI-003,49,15,2026-04-16 03:15:00
2026-03-18,FC004,FRZ-PEA-004,40,15,2026-04-16 03:15:00
2026-03-18,FC004,SNK-CHP-001,47,15,2026-04-16 03:15:00
2026-03-18,FC004,SNK-CHC-002,51,15,2026-04-16 03:15:00
2026-03-18,FC004,SNK-BSC-003,33,15,2026-04-16 03:15:00
2026-03-18,FC004,SNK-NUT-004,49,15,2026-04-16 03:15:00
2026-03-18,FC005,FRS-MLK-001,171,30,2026-04-16 03:15:00
2026-03-18,FC005,FRS-YGT-002,118,30,2026-04-16 03:15:00
2026-03-18,FC005,FRS-CHD-003,165,30,2026-04-16 03:15:00
2026-03-18,FC005,FRS-BTR-004,110,30,2026-04-16 03:15:00
2026-03-18,FC005,BAK-BRD-001,148,30,2026-04-16 03:15:00
2026-03-18,FC005,BAK-CRS-002,108,30,2026-04-16 03:15:00
2026-03-18,FC005,BAK-SRD-003,114,30,2026-04-16 03:15:00
2026-03-18,FC005,BAK-BGL-004,119,30,2026-04-16 03:15:00
2026-03-18,FC005,PRD-BAN-001,160,30,2026-04-16 03:15:00
2026-03-18,FC005,PRD-TOM-002,111,30,2026-04-16 03:15:00
2026-03-18,FC005,PRD-BRC-003,145,30,2026-04-16 03:15:00
2026-03-18,FC005,PRD-APL-004,133,30,2026-04-16 03:15:00
2026-03-18,FC005,BEV-COL-001,113,30,2026-04-16 03:15:00
2026-03-18,FC005,BEV-OJU-002,142,30,2026-04-16 03:15:00
2026-03-18,FC005,BEV-WAT-003,116,30,2026-04-16 03:15:00
2026-03-18,FC005,BEV-BER-004,174,30,2026-04-16 03:15:00
2026-03-18,FC005,FRZ-PIZ-001,184,30,2026-04-16 03:15:00
2026-03-18,FC005,FRZ-ICE-002,116,30,2026-04-16 03:15:00
2026-03-18,FC005,FRZ-FRI-003,140,30,2026-04-16 03:15:00
2026-03-18,FC005,FRZ-PEA-004,165,30,2026-04-16 03:15:00
2026-03-18,FC005,SNK-CHP-001,156,30,2026-04-16 03:15:00
2026-03-18,FC005,SNK-CHC-002,113,30,2026-04-16 03:15:00
2026-03-18,FC005,SNK-BSC-003,125,30,2026-04-16 03:15:00
2026-03-18,FC005,SNK-NUT-004,98,30,2026-04-16 03:15:00
2026-03-18,FC006,FRS-MLK-001,169,30,2026-04-16 03:15:00
2026-03-18,FC006,FRS-YGT-002,184,30,2026-04-16 03:15:00
2026-03-18,FC006,FRS-CHD-003,176,30,2026-04-16 03:15:00
2026-03-18,FC006,FRS-BTR-004,160,30,2026-04-16 03:15:00
2026-03-18,FC006,BAK-BRD-001,122,30,2026-04-16 03:15:00
2026-03-18,FC006,BAK-CRS-002,155,30,2026-04-16 03:15:00
2026-03-18,FC006,BAK-SRD-003,157,30,2026-04-16 03:15:00
2026-03-18,FC006,BAK-BGL-004,96,30,2026-04-16 03:15:00
2026-03-18,FC006,PRD-BAN-001,126,30,2026-04-16 03:15:00
2026-03-18,FC006,PRD-TOM-002,118,30,2026-04-16 03:15:00
2026-03-18,FC006,PRD-BRC-003,140,30,2026-04-16 03:15:00
2026-03-18,FC006,PRD-APL-004,129,30,2026-04-16 03:15:00
2026-03-18,FC006,BEV-COL-001,92,30,2026-04-16 03:15:00
2026-03-18,FC006,BEV-OJU-002,114,30,2026-04-16 03:15:00
2026-03-18,FC006,BEV-WAT-003,133,30,2026-04-16 03:15:00
2026-03-18,FC006,BEV-BER-004,112,30,2026-04-16 03:15:00
2026-03-18,FC006,FRZ-PIZ-001,155,30,2026-04-16 03:15:00
2026-03-18,FC006,FRZ-ICE-002,106,30,2026-04-16 03:15:00
2026-03-18,FC006,FRZ-FRI-003,164,30,2026-04-16 03:15:00
2026-03-18,FC006,FRZ-PEA-004,113,30,2026-04-16 03:15:00
2026-03-18,FC006,SNK-CHP-001,127,30,2026-04-16 03:15:00
2026-03-18,FC006,SNK-CHC-002,88,30,2026-04-16 03:15:00
2026-03-18,FC006,SNK-BSC-003,106,30,2026-04-16 03:15:00
2026-03-18,FC006,SNK-NUT-004,137,30,2026-04-16 03:15:00
2026-03-18,FC007,FRS-MLK-001,58,15,2026-04-16 03:15:00
2026-03-18,FC007,FRS-YGT-002,41,15,2026-04-16 03:15:00
2026-03-18,FC007,FRS-CHD-003,60,15,2026-04-16 03:15:00
2026-03-18,FC007,FRS-BTR-004,57,15,2026-04-16 03:15:00
2026-03-18,FC007,BAK-BRD-001,51,15,2026-04-16 03:15:00
2026-03-18,FC007,BAK-CRS-002,66,15,2026-04-16 03:15:00
2026-03-18,FC007,BAK-SRD-003,44,15,2026-04-16 03:15:00
2026-03-18,FC007,BAK-BGL-004,61,15,2026-04-16 03:15:00
2026-03-18,FC007,PRD-BAN-001,34,15,2026-04-16 03:15:00
2026-03-18,FC007,PRD-TOM-002,59,15,2026-04-16 03:15:00
2026-03-18,FC007,PRD-BRC-003,38,15,2026-04-16 03:15:00
2026-03-18,FC007,PRD-APL-004,43,15,2026-04-16 03:15:00
2026-03-18,FC007,BEV-COL-001,43,15,2026-04-16 03:15:00
2026-03-18,FC007,BEV-OJU-002,42,15,2026-04-16 03:15:00
2026-03-18,FC007,BEV-WAT-003,51,15,2026-04-16 03:15:00
2026-03-18,FC007,BEV-BER-004,62,15,2026-04-16 03:15:00
2026-03-18,FC007,FRZ-PIZ-001,60,15,2026-04-16 03:15:00
2026-03-18,FC007,FRZ-ICE-002,61,15,2026-04-16 03:15:00
2026-03-18,FC007,FRZ-FRI-003,37,15,2026-04-16 03:15:00
2026-03-18,FC007,FRZ-PEA-004,39,15,2026-04-16 03:15:00
2026-03-18,FC007,SNK-CHP-001,62,15,2026-04-16 03:15:00
2026-03-18,FC007,SNK-CHC-002,39,15,2026-04-16 03:15:00
2026-03-18,FC007,SNK-BSC-003,52,15,2026-04-16 03:15:00
2026-03-18,FC007,SNK-NUT-004,61,15,2026-04-16 03:15:00
2026-03-18,FC008,FRS-MLK-001,126,15,2026-04-16 03:15:00
2026-03-18,FC008,FRS-YGT-002,49,15,2026-04-16 03:15:00
2026-03-18,FC008,FRS-CHD-003,44,15,2026-04-16 03:15:00
2026-03-18,FC008,FRS-BTR-004,55,15,2026-04-16 03:15:00
2026-03-18,FC008,BAK-BRD-001,69,15,2026-04-16 03:15:00
